,year,lifeExp,gdpPercap,population,income_groups,country,continent,region
34552,2010,55.99,1406,6415636,low_income,Sierra Leone,Africa,Sub Saharan Africa
26970,2010,68.09,4672,3494200,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
41465,2010,66.48,4954,28515908,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
8684,2010,65.9,2878,689696,lower_middle_income,Comoros,Africa,Sub Saharan Africa
20726,2010,58.84,1923,102930,lower_middle_income,Kiribati,Asia,East Asia Pacific
28308,2010,59.64,4932,158503203,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
28977,2010,81.3,61353,4885878,high_income,Norway,Europe,Europe Central Asia
14705,2010,63.71,2347,1793199,low_income,Gambia,Africa,Sub Saharan Africa
13144,2010,81.58,42148,62879535,high_income,France,Europe,Europe Central Asia
17604,2010,67.28,4235,1234281163,lower_middle_income,India,Asia,South Asia
5562,2010,76.16,15597,282131,high_income,Barbados,Americas,America
32768,2010,73.78,20303,20471860,upper_middle_income,Romania,Europe,Europe Central Asia
39681,2010,76.72,20028,72326992,upper_middle_income,Turkey,Europe,Europe Central Asia
30092,2010,63.27,3907,179424643,lower_middle_income,Pakistan,Asia,South Asia
6677,2010,81.64,44862,34147566,high_income,Canada,Americas,America
16043,2010,65.75,9789,749430,upper_middle_income,Guyana,Americas,America
29646,2010,80.92,37657,4370060,high_income,New Zealand,Asia,East Asia Pacific
8238,2010,60.87,5169,4273738,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
13590,2010,63.27,14415,1624146,upper_middle_income,Gabon,Africa,Sub Saharan Africa
15151,2010,63.54,34732,943640,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
11806,2010,59.95,2221,3170437,low_income,Eritrea,Africa,Sub Saharan Africa
20503,2010,66.87,2821,14312205,lower_middle_income,Cambodia,Asia,East Asia Pacific
9353,2010,78.46,7647,11225833,upper_middle_income,Cuba,Americas,America
20057,2010,61.18,3691,42030684,lower_middle_income,Kenya,Africa,Sub Saharan Africa
11360,2010,74.27,10341,15011114,upper_middle_income,Ecuador,Americas,America
33884,2011,65.95,2757,13033814,lower_middle_income,Senegal,Africa,Sub Saharan Africa
42804,2011,67.76,4752,23807586,low_income,Yemen,Asia,Middle East North Africa
10915,2011,73.42,13024,9813219,upper_middle_income,Dominican Republic,Americas,America
18943,2011,82.23,42892,59589070,high_income,Italy,Europe,Europe Central Asia
5563,2011,76.24,15445,282987,high_income,Barbados,Americas,America
35891,2011,69.25,3426,184521,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
30316,2011,78.65,23349,3706479,high_income,Panama,Americas,America
8685,2011,65.69,2925,706578,lower_middle_income,Comoros,Africa,Sub Saharan Africa
16936,2011,60.02,3003,10100320,low_income,Haiti,Americas,America
10692,2011,79.94,51293,5582980,high_income,Denmark,Europe,Europe Central Asia
26525,2011,65.51,8603,2770357,lower_middle_income,Mongolia,Asia,East Asia Pacific
16490,2011,70.97,4956,8480670,lower_middle_income,Honduras,Americas,America
13814,2011,80.81,42429,64021922,high_income,United Kingdom,Europe,Europe Central Asia
11807,2011,60.38,2381,3213969,low_income,Eritrea,Africa,Sub Saharan Africa
12253,2011,76.25,27990,1327701,high_income,Estonia,Europe,Europe Central Asia
15821,2011,70.66,7504,14948792,upper_middle_income,Guatemala,Americas,America
32769,2011,74.6,20792,20336718,upper_middle_income,Romania,Europe,Europe Central Asia
29647,2011,80.92,38214,4418674,high_income,New Zealand,Asia,East Asia Pacific
20504,2011,67.38,2882,14541421,lower_middle_income,Cambodia,Asia,East Asia Pacific
31654,2011,71.15,2042,24673392,low_income,North Korea,Asia,East Asia Pacific
31877,2011,80.54,31305,10569388,high_income,Portugal,Europe,Europe Central Asia
16044,2011,65.74,10276,752029,upper_middle_income,Guyana,Americas,America
8016,2011,59.41,895,66755151,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
37675,2011,56.85,1677,12360986,low_income,Chad,Africa,Sub Saharan Africa
7793,2011,58.17,3242,20906392,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
16713,2011,77.13,24564,4313098,high_income,Croatia,Europe,Europe Central Asia
9577,2011,79.85,37482,1124837,high_income,Cyprus,Europe,Europe Central Asia
14037,2011,72.17,10541,4081012,upper_middle_income,Georgia,Europe,Europe Central Asia
5786,2011,73.93,69389,393687,high_income,Brunei,Asia,East Asia Pacific
2218,2011,81.0,53179,8453501,high_income,Austria,Europe,Europe Central Asia
21842,2011,75.67,18727,5202022,upper_middle_income,Lebanon,Asia,Middle East North Africa
26748,2011,53.61,1073,24187500,low_income,Mozambique,Africa,Sub Saharan Africa
32100,2011,75.97,10715,6333981,upper_middle_income,Paraguay,Americas,America
3110,2011,61.41,2708,9460829,low_income,Benin,Africa,Sub Saharan Africa
13145,2011,81.82,42864,63222229,high_income,France,Europe,Europe Central Asia
16267,2011,83.02,53473,7006598,high_income,"Hong Kong, China",Asia,East Asia Pacific
30762,2011,70.65,6044,95570049,lower_middle_income,Philippines,Asia,East Asia Pacific
37898,2011,60.23,1684,6595939,low_income,Togo,Africa,Sub Saharan Africa
27640,2011,74.61,21289,28650962,upper_middle_income,Malaysia,Asia,East Asia Pacific
35668,2011,60.55,4190,9830695,low_income,South Sudan,Africa,Sub Saharan Africa
38344,2011,68.14,2510,7697507,low_income,Tajikistan,Asia,Europe Central Asia
40351,2011,61.72,2098,45673520,low_income,Tanzania,Africa,Sub Saharan Africa
22957,2011,48.21,2445,2003793,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
31431,2011,76.76,25124,38286824,high_income,Poland,Europe,Europe Central Asia
4894,2011,73.84,7260,330236,upper_middle_income,Belize,Americas,America
1103,2011,70.96,56123,8946778,high_income,United Arab Emirates,Asia,Middle East North Africa
41689,2011,73.21,11394,108315,upper_middle_income,St. Vincent and the Grenadines,Americas,America
10246,2011,63.65,3776,853671,lower_middle_income,Djibouti,Africa,Middle East North Africa
5117,2011,70.5,6845,10212951,lower_middle_income,Bolivia,Americas,America
38567,2011,69.62,9718,5174076,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
18720,2011,82.04,35087,7487095,high_income,Israel,Asia,Middle East North Africa
41243,2011,78.93,54759,311584051,high_income,United States,Americas,America
19835,2011,68.12,21970,16490669,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
34776,2011,75.07,7576,6210567,lower_middle_income,El Salvador,Americas,America
27417,2011,57.72,1401,14962118,low_income,Malawi,Africa,Sub Saharan Africa
24741,2011,78.04,17015,380493,upper_middle_income,Maldives,Asia,South Asia
21619,2011,65.58,5159,6347564,lower_middle_income,Lao,Asia,East Asia Pacific
35445,2011,74.33,14924,8963761,upper_middle_income,Serbia,Europe,Europe Central Asia
39459,2011,76.23,10505,10741872,lower_middle_income,Tunisia,Africa,Middle East North Africa
23403,2011,81.26,112998,519312,high_income,Luxembourg,Europe,Europe Central Asia
35222,2011,54.26,859,12376305,low_income,Somalia,Africa,Sub Saharan Africa
36783,2011,81.99,48947,9466705,high_income,Sweden,Europe,Europe Central Asia
3556,2011,71.14,3035,149273134,lower_middle_income,Bangladesh,Asia,South Asia
21396,2011,80.93,60888,3168054,high_income,Kuwait,Asia,Middle East North Africa
25856,2011,81.2,32882,417720,high_income,Malta,Europe,Europe Central Asia
22065,2011,62.42,1536,4017446,low_income,Liberia,Africa,Sub Saharan Africa
17605,2011,67.56,4400,1250287939,lower_middle_income,India,Asia,South Asia
2664,2011,59.35,853,8958406,low_income,Burundi,Africa,Sub Saharan Africa
6678,2011,81.89,45823,34539156,high_income,Canada,Americas,America
30093,2011,63.62,3929,183340168,lower_middle_income,Pakistan,Asia,South Asia
28978,2011,81.29,61157,4948335,high_income,Norway,Europe,Europe Central Asia
12476,2011,64.05,1361,90139928,low_income,Ethiopia,Africa,Sub Saharan Africa
12030,2011,82.25,36884,47084242,high_income,Spain,Europe,Europe Central Asia
11361,2011,74.87,10984,15243885,upper_middle_income,Ecuador,Americas,America
20058,2011,61.95,3777,43178270,lower_middle_income,Kenya,Africa,Sub Saharan Africa
9354,2011,79.07,8053,11236671,upper_middle_income,Cuba,Americas,America
9800,2011,78.05,34002,10566512,high_income,Czech Republic,Europe,Europe Central Asia
28309,2011,60.18,5057,162805080,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
14483,2011,57.91,1933,10420459,low_income,Guinea,Africa,Sub Saharan Africa
11584,2011,69.62,10302,84529251,lower_middle_income,Egypt,Africa,Middle East North Africa
41020,2011,76.42,20232,3368926,high_income,Uruguay,Americas,America
38121,2011,77.36,14450,67518379,upper_middle_income,Thailand,Asia,East Asia Pacific
4225,2011,73.22,36296,359583,high_income,Bahamas,Americas,America
32992,2011,69.99,24972,143703027,upper_middle_income,Russia,Europe,Europe Central Asia
22511,2011,75.98,14790,175538,upper_middle_income,St. Lucia,Americas,America
8908,2011,74.51,6366,498858,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
5340,2011,74.01,15323,197514541,upper_middle_income,Brazil,Americas,America
15152,2011,63.13,35378,986861,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
4002,2011,75.32,44157,1278153,high_income,Bahrain,Asia,Middle East North Africa
36337,2011,76.01,26168,5408932,high_income,Slovak Republic,Europe,Europe Central Asia
28532,2011,74.33,4837,5903035,lower_middle_income,Nicaragua,Americas,America
20727,2011,59.05,1920,104735,lower_middle_income,Kiribati,Asia,East Asia Pacific
28755,2011,81.13,52594,16738191,high_income,Netherlands,Europe,Europe Central Asia
3779,2011,72.65,18661,7378652,upper_middle_income,Bulgaria,Europe,Europe Central Asia
434,2011,60.84,7675,24220660,lower_middle_income,Angola,Africa,Sub Saharan Africa
8239,2011,61.59,5138,4394842,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
23849,2011,72.14,6522,32781860,lower_middle_income,Morocco,Africa,Middle East North Africa
39682,2011,76.85,21932,73443254,upper_middle_income,Turkey,Europe,Europe Central Asia
14706,2011,64.17,2092,1848142,low_income,Gambia,Africa,Sub Saharan Africa
36560,2011,80.03,33568,2051278,high_income,Slovenia,Europe,Europe Central Asia
7124,2011,78.96,22338,17233584,high_income,Chile,Americas,America
25633,2011,58.9,2085,15514593,low_income,Mali,Africa,Sub Saharan Africa
41912,2011,75.4,20629,28887873,upper_middle_income,Venezuela,Americas,America
18051,2011,75.79,14005,74634959,upper_middle_income,Iran,Asia,Middle East North Africa
19166,2011,75.77,9546,2825932,upper_middle_income,Jamaica,Americas,America
32323,2011,73.74,5783,4149654,lower_middle_income,Palestine,Asia,Middle East North Africa
17828,2011,80.81,53299,4591115,high_income,Ireland,Europe,Europe Central Asia
1549,2011,74.2,9725,2876536,upper_middle_income,Armenia,Europe,Europe Central Asia
25410,2011,73.74,13807,2072484,upper_middle_income,North Macedonia,Europe,Europe Central Asia
24295,2011,71.69,9053,4079167,lower_middle_income,Moldova,Europe,Europe Central Asia
2887,2011,80.4,48155,11013860,high_income,Belgium,Europe,Europe Central Asia
12922,2011,67.7,10788,863451,upper_middle_income,Fiji,Asia,East Asia Pacific
1995,2011,82.28,45389,22538002,high_income,Australia,Asia,East Asia Pacific
43027,2011,58.67,13838,52003759,upper_middle_income,South Africa,Africa,Sub Saharan Africa
22734,2011,75.27,9828,20398496,upper_middle_income,Sri Lanka,Asia,South Asia
43473,2011,54.41,3204,12894323,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
34330,2011,57.64,2551,541522,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
33438,2011,72.2,46989,28267591,high_income,Saudi Arabia,Asia,Middle East North Africa
13591,2011,63.69,14883,1684629,upper_middle_income,Gabon,Africa,Sub Saharan Africa
6901,2011,83.03,66342,7906988,high_income,Switzerland,Europe,Europe Central Asia
14929,2011,56.87,1840,1562996,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
6009,2011,71.32,8745,693297,lower_middle_income,Bhutan,Asia,South Asia
42581,2011,69.71,6206,187469,upper_middle_income,Samoa,Asia,East Asia Pacific
41466,2011,66.57,5186,28977006,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
31208,2011,62.95,3370,7472196,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
19612,2011,83.21,38150,128498966,high_income,Japan,Asia,East Asia Pacific
6232,2011,57.75,13725,2015406,upper_middle_income,Botswana,Africa,Sub Saharan Africa
22288,2011,73.15,8480,6247438,upper_middle_income,Libya,Africa,Middle East North Africa
26302,2011,74.93,17287,625271,upper_middle_income,Montenegro,Europe,Europe Central Asia
211,2011,61.02,1905,30117411,low_income,Afghanistan,Asia,South Asia
12699,2011,80.71,46826,5390036,high_income,Finland,Europe,Europe Central Asia
19389,2011,77.16,11016,7662858,upper_middle_income,Jordan,Asia,Middle East North Africa
17159,2011,75.1,25012,9895689,high_income,Hungary,Europe,Europe Central Asia
14260,2011,62.41,4262,25387713,lower_middle_income,Ghana,Africa,Sub Saharan Africa
7570,2011,57.81,2841,21028652,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
15598,2011,72.58,13445,106786,upper_middle_income,Grenada,Americas,America
30539,2011,77.69,10617,29264314,upper_middle_income,Peru,Americas,America
18497,2011,82.83,48186,323471,high_income,Iceland,Europe,Europe Central Asia
43250,2011,57.45,3201,14023199,lower_middle_income,Zambia,Africa,Sub Saharan Africa
42135,2011,73.33,5352,88871384,lower_middle_income,Vietnam,Asia,East Asia Pacific
27863,2011,61.88,9325,2156698,upper_middle_income,Namibia,Africa,Sub Saharan Africa
21173,2011,81.16,35389,49786153,high_income,South Korea,Asia,East Asia Pacific
4671,2011,70.54,18274,9415316,upper_middle_income,Belarus,Europe,Europe Central Asia
1326,2011,76.04,24648,41320497,upper_middle_income,Argentina,Americas,America
38790,2011,70.17,3051,1113154,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
24518,2011,62.9,1535,21743970,low_income,Madagascar,Africa,Sub Saharan Africa
10023,2011,80.67,49758,80855629,high_income,Germany,Europe,Europe Central Asia
1772,2011,75.95,17605,89250,high_income,Antigua and Barbuda,Americas,America
42358,2011,64.5,3101,242658,lower_middle_income,Vanuatu,Asia,East Asia Pacific
37452,2011,72.8,6950,21081814,low_income,Syria,Asia,Middle East North Africa
33661,2011,67.56,4957,35349676,lower_middle_income,Sudan,Africa,Sub Saharan Africa
24964,2011,75.55,18186,115695468,upper_middle_income,Mexico,Americas,America
32546,2011,73.88,99147,2035862,high_income,Qatar,Asia,Middle East North Africa
27194,2011,74.61,17455,1251074,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
34553,2011,56.65,1461,6563238,low_income,Sierra Leone,Africa,Sub Saharan Africa
2441,2011,69.24,13914,9146277,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
40797,2011,71.45,12933,45619850,lower_middle_income,Ukraine,Europe,Europe Central Asia
39236,2011,74.45,28621,1336180,high_income,Trinidad and Tobago,Americas,America
7347,2011,75.29,9680,1376497633,upper_middle_income,China,Asia,East Asia Pacific
37006,2011,49.78,7576,1072029,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
20281,2011,70.25,4335,5517927,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
18274,2011,71.02,8950,30725305,upper_middle_income,Iraq,Asia,Middle East North Africa
6455,2011,48.27,1243,4418639,low_income,Central African Republic,Africa,Sub Saharan Africa
9131,2011,80.17,17360,4633086,upper_middle_income,Costa Rica,Americas,America
26079,2011,65.4,2948,50990612,lower_middle_income,Myanmar,Asia,East Asia Pacific
40574,2011,60.35,1985,33476772,low_income,Uganda,Africa,Sub Saharan Africa
23180,2011,73.67,25969,3083402,high_income,Lithuania,Europe,Europe Central Asia
657,2011,78.13,11053,2928601,upper_middle_income,Albania,Europe,Europe Central Asia
13368,2011,64.12,3757,103448,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
23626,2011,73.89,22118,2093606,high_income,Latvia,Europe,Europe Central Asia
11138,2011,74.69,11078,36661438,upper_middle_income,Algeria,Africa,Middle East North Africa
29201,2011,69.22,2793,27041220,low_income,Nepal,Asia,South Asia
8462,2011,78.65,12481,45662747,upper_middle_income,Colombia,Americas,America
37229,2011,73.42,23216,91882,high_income,Seychelles,Africa,Sub Saharan Africa
26971,2011,68.38,4725,3598646,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
39013,2011,72.3,5542,103558,upper_middle_income,Tonga,Asia,East Asia Pacific
3333,2011,58.31,1776,16081915,low_income,Burkina Faso,Africa,Sub Saharan Africa
29870,2011,70.84,37232,3251102,high_income,Oman,Asia,Middle East North Africa
4448,2011,76.43,11177,3661173,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
28086,2011,59.32,1020,17114770,low_income,Niger,Africa,Sub Saharan Africa
34107,2011,83.1,81538,5263640,high_income,Singapore,Asia,East Asia Pacific
36114,2011,72.79,19717,535177,upper_middle_income,Suriname,Americas,America
33215,2011,65.31,1587,10293333,low_income,Rwanda,Africa,Sub Saharan Africa
15375,2011,80.49,30318,10829074,high_income,Greece,Europe,Europe Central Asia
17382,2011,69.6,8680,245115988,lower_middle_income,Indonesia,Asia,East Asia Pacific
40128,2011,79.47,44830,23268760,high_income,Taiwan,Asia,East Asia Pacific
42359,2012,64.67,3047,249505,lower_middle_income,Vanuatu,Asia,East Asia Pacific
12031,2012,82.41,35769,47063059,high_income,Spain,Europe,Europe Central Asia
31432,2012,76.87,25457,38227033,high_income,Poland,Europe,Europe Central Asia
34554,2012,57.35,1646,6712586,low_income,Sierra Leone,Africa,Sub Saharan Africa
20728,2012,59.26,1980,106359,lower_middle_income,Kiribati,Asia,East Asia Pacific
11808,2012,60.86,1336,3250104,low_income,Eritrea,Africa,Sub Saharan Africa
23181,2012,73.99,27331,3045561,high_income,Lithuania,Europe,Europe Central Asia
9132,2012,80.33,17995,4688003,upper_middle_income,Costa Rica,Americas,America
20282,2012,70.72,4259,5621583,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
